child_id,family_id,child_name,first_name,last_name,gender,dob,race,ethnicity,birth_weight,special_needs_flag,guardian_email,enrollment_status,zip_code
CH_007562,FAM_000898,Lori Ramirez,Lori,Ramirez,M,2021-04-20,RaceB,Black,4.5,1,garywilliams@example.net,Active,16842
CH_007563,FAM_002037,Christy Williams,Christy,Williams,Other,2023-10-13,RaceB,White,3.15,1,aaron58@example.com,Active,82134
CH_007564,FAM_002762,Michael Savage,Michael,Savage,Other,2017-12-03,RaceC,White,2.45,1,rowens@example.net,Active,25667
CH_007565,FAM_000724,Brenda Lopez MD,Brenda,MD,Other,2023-08-02,RaceC,White,4.26,0,sharonpayne@example.net,Inactive,83332
CH_007566,FAM_000763,Edgar Rubio,Edgar,Rubio,F,2020-12-27,RaceA,Asian,4.61,1,bruce42@example.com,Active,34045
CH_007567,FAM_001381,David Lara,David,Lara,F,2025-01-22,RaceA,Black,2.79,1,steven41@example.net,Active,91313
CH_007568,FAM_002375,Antonio Garcia DDS,Antonio,DDS,Other,2016-06-16,RaceA,Black,2.3,1,williamvargas@example.org,Inactive,18641
CH_007569,FAM_000852,Blake Jones,Blake,Jones,M,2020-08-27,RaceB,Hispanic,3.18,0,rothjennifer@example.net,Inactive,31648
CH_007570,FAM_000418,Diana Beltran,Diana,Beltran,F,2021-04-25,RaceC,Non-Hispanic,4.42,1,rossjason@example.com,Active,89153
CH_007571,FAM_000145,Denise Bowers,Denise,Bowers,F,2020-12-01,RaceC,Black,4.66,1,farleylori@example.org,Active,69496
CH_007572,FAM_000955,Jerry Cummings,Jerry,Cummings,F,2025-03-13,RaceA,Non-Hispanic,4.76,1,stacyross@example.org,Inactive,70762
CH_007573,FAM_000940,Holly Blair,Holly,Blair,M,2022-09-07,RaceC,Hispanic,3.09,1,devin22@example.org,Inactive,07340
CH_007574,FAM_002939,Robin Allen,Robin,Allen,Other,2018-03-30,RaceA,Black,4.06,0,billyallen@example.com,Waitlisted,59394
CH_007575,FAM_001932,Troy Webb,Troy,Webb,F,2016-07-14,RaceB,Hispanic,4.25,0,thompsonjennifer@example.org,Inactive,75873
CH_007576,FAM_002863,Amy Ross,Amy,Ross,M,2023-12-11,RaceB,Non-Hispanic,4.71,0,watsontonya@example.org,Inactive,80308
CH_007577,FAM_002927,Brian Dean,Brian,Dean,Other,2021-08-27,RaceB,Asian,3.21,1,kenneth62@example.com,Waitlisted,38263
CH_007578,FAM_000218,Laura Hawkins,Laura,Hawkins,Other,2022-08-07,RaceB,Hispanic,2.04,0,josehansen@example.org,Waitlisted,48250
CH_007579,FAM_000029,Latoya Green,Latoya,Green,Other,2022-04-05,RaceA,Non-Hispanic,2.64,0,ericthornton@example.org,Waitlisted,81155
CH_007580,FAM_002226,Isaac Benjamin,Isaac,Benjamin,F,2018-12-03,RaceA,Asian,3.15,0,james55@example.com,Inactive,91736
CH_007581,FAM_002839,Lynn Beasley,Lynn,Beasley,M,2018-04-27,RaceB,Asian,3.02,1,vanessalane@example.net,Waitlisted,29931
CH_007582,FAM_002393,Lisa Murphy,Lisa,Murphy,M,2025-07-13,RaceA,Hispanic,3.18,0,melissa11@example.com,Active,54882
CH_007583,FAM_001279,Jeffery Fowler,Jeffery,Fowler,M,2020-11-18,RaceC,Black,3.34,0,smithrichard@example.org,Inactive,05448
CH_007584,FAM_000584,Elizabeth Roberts,Elizabeth,Roberts,M,2017-02-20,RaceB,Non-Hispanic,2.25,0,andersonnicholas@example.com,Active,99118
CH_007585,FAM_002683,Patricia Graham,Patricia,Graham,M,2017-03-25,RaceB,Non-Hispanic,3.27,1,tnorris@example.com,Inactive,70762
CH_007586,FAM_000851,Sandra Smith,Sandra,Smith,F,2020-12-21,RaceA,Black,4.47,1,novakronald@example.net,Inactive,68052
CH_007587,FAM_001029,Jermaine Richardson,Jermaine,Richardson,M,2015-08-17,RaceB,Hispanic,3.38,1,vaughnwilliam@example.org,Active,17402
CH_007588,FAM_000140,Lance Martinez MD,Lance,MD,F,2019-07-07,RaceA,Asian,3.17,1,vwolfe@example.org,Inactive,01189
CH_007589,FAM_000838,Dale Brown,Dale,Brown,Other,2021-11-21,RaceB,Non-Hispanic,2.68,1,jennalarson@example.net,Active,91736
CH_007590,FAM_001826,Donna Boyd,Donna,Boyd,Other,2024-11-26,RaceC,Asian,4.66,1,mbrown@example.com,Inactive,43555
CH_007591,FAM_000046,Juan Gray,Juan,Gray,F,2024-09-27,RaceA,Hispanic,2.55,1,jeanmorris@example.net,Inactive,13947
CH_007592,FAM_001095,Robert Aguirre,Robert,Aguirre,F,2021-12-06,RaceC,Black,4.67,0,johnsongrant@example.com,Active,49156
CH_007593,FAM_000810,Rebecca Stark,Rebecca,Stark,F,2024-03-24,RaceB,White,3.93,0,brandonking@example.net,Inactive,87261
CH_007594,FAM_000783,Andrea Smith,Andrea,Smith,M,2022-09-16,RaceA,Asian,4.79,0,amandaperez@example.org,Waitlisted,37864
CH_007595,FAM_000956,Joshua Quinn,Joshua,Quinn,M,2017-12-04,RaceA,Asian,2.68,0,alvarezraymond@example.org,Waitlisted,07340
CH_007596,FAM_000806,Kari Potter,Kari,Potter,F,2023-01-17,RaceB,Black,2.85,1,michael76@example.org,Waitlisted,69636
CH_007597,FAM_002797,Deborah Wood,Deborah,Wood,M,2025-05-24,RaceC,Asian,3.27,1,andrewsmith@example.net,Inactive,73634
CH_007598,FAM_000508,Anthony Singleton,Anthony,Singleton,M,2023-05-07,RaceA,Black,4.75,0,carmen39@example.com,Waitlisted,33269
CH_007599,FAM_002590,Jennifer Torres,Jennifer,Torres,Other,2024-01-29,RaceA,White,3.51,1,mariafranklin@example.net,Waitlisted,67149
CH_007600,FAM_002568,Brenda Murray,Brenda,Murray,Other,2018-02-23,RaceA,Black,2.95,1,jennifer43@example.net,Waitlisted,25931
CH_007601,FAM_002202,Mark Ross,Mark,Ross,F,2018-12-07,RaceA,Black,3.03,1,mgreen@example.com,Inactive,62426
CH_007602,FAM_002108,Phillip Jones,Phillip,Jones,F,2019-10-13,RaceB,Black,2.56,1,richard25@example.com,Waitlisted,30194
CH_007603,FAM_000863,Dr. Yvonne Powers DDS,Dr.,DDS,F,2019-08-09,RaceB,Black,3.58,1,staceygray@example.org,Inactive,75299
CH_007604,FAM_002185,Elizabeth Jackson,Elizabeth,Jackson,F,2023-02-17,RaceC,Asian,5.0,1,dlee@example.com,Active,68122
CH_007605,FAM_001151,Scott Kelly,Scott,Kelly,F,2020-08-06,RaceA,Black,3.8,1,sward@example.net,Active,19814
CH_007606,FAM_001504,Matthew Walker,Matthew,Walker,Other,2022-06-16,RaceA,White,2.85,0,mendozarobert@example.com,Inactive,88379
CH_007607,FAM_001633,Karen Villa,Karen,Villa,F,2017-04-12,RaceC,Hispanic,3.34,0,dana71@example.org,Waitlisted,82386
CH_007608,FAM_002600,Christy Taylor,Christy,Taylor,M,2025-03-31,RaceC,Asian,2.87,0,travisrichardson@example.net,Inactive,94818
CH_007609,FAM_000338,Glen Williams,Glen,Williams,Other,2025-03-19,RaceA,Non-Hispanic,3.5,1,stephanie84@example.net,Active,13947
CH_007610,FAM_000524,Brian Lin,Brian,Lin,Other,2018-04-28,RaceA,White,2.65,1,kayla54@example.net,Inactive,91313
CH_007611,FAM_001475,Stacy Jimenez,Stacy,Jimenez,M,2025-08-09,RaceB,Asian,4.1,1,eparsons@example.org,Inactive,78783
CH_007612,FAM_002645,Lauren Cook,Lauren,Cook,Other,2014-12-06,RaceA,Hispanic,3.24,0,ralphpoole@example.org,Active,84844
CH_007613,FAM_001995,Adam Duke,Adam,Duke,F,2021-07-18,RaceC,Hispanic,4.82,0,matthew18@example.org,Waitlisted,31172
CH_007614,FAM_002243,Nathan Proctor,Nathan,Proctor,Other,2020-12-10,RaceB,Hispanic,2.35,1,durankelly@example.org,Active,18531
CH_007615,FAM_002564,Andrew Collins,Andrew,Collins,M,2023-03-15,RaceB,Hispanic,4.87,0,yburke@example.net,Active,59300
CH_007616,FAM_000052,Karen Moore,Karen,Moore,Other,2022-02-10,RaceA,Hispanic,4.85,1,pamelagordon@example.com,Inactive,89408
CH_007617,FAM_001104,Mike Thomas,Mike,Thomas,M,2024-12-26,RaceB,Non-Hispanic,4.83,0,shawnmcbride@example.net,Active,50553
CH_007618,FAM_001904,Tammy Mercado,Tammy,Mercado,F,2017-07-29,RaceB,Black,3.43,1,brent37@example.com,Waitlisted,95362
CH_007619,FAM_000898,Caroline Allen,Caroline,Allen,M,2016-02-25,RaceA,Asian,4.32,0,mooredebbie@example.org,Active,52465
CH_007620,FAM_001802,Carolyn Joyce,Carolyn,Joyce,Other,2023-03-04,RaceA,Non-Hispanic,2.14,0,meghangillespie@example.org,Inactive,75299
CH_007621,FAM_000414,Dustin Rodriguez,Dustin,Rodriguez,M,2017-07-06,RaceB,Black,2.64,0,dmorgan@example.org,Active,55375
CH_007622,FAM_002427,Glenn Davis,Glenn,Davis,F,2025-07-20,RaceC,White,4.24,1,carlosevans@example.net,Active,20210
CH_007623,FAM_002146,Jerry Baker,Jerry,Baker,F,2020-10-03,RaceB,Asian,3.0,0,murphybrittany@example.org,Active,54353
CH_007624,FAM_002912,Lisa Richardson,Lisa,Richardson,Other,2021-07-09,RaceA,Black,2.61,0,flemingcristina@example.org,Waitlisted,46321
CH_007625,FAM_002629,Stephanie Barnes,Stephanie,Barnes,F,2022-07-13,RaceA,Hispanic,4.79,1,matthew15@example.net,Active,62426
CH_007626,FAM_002566,James Reyes,James,Reyes,M,2020-10-19,RaceC,Hispanic,4.52,0,licole@example.org,Waitlisted,44448
CH_007627,FAM_001523,Luke Christian,Luke,Christian,Other,2015-03-22,RaceC,Black,4.34,1,kaneangela@example.org,Waitlisted,81507
CH_007628,FAM_002815,Jeffrey Rosales,Jeffrey,Rosales,Other,2018-04-24,RaceB,Non-Hispanic,2.3,1,amatthews@example.com,Waitlisted,43714
CH_007629,FAM_002776,Steven Keller,Steven,Keller,F,2025-10-30,RaceA,White,4.02,0,pamela88@example.com,Inactive,28767
CH_007630,FAM_000466,Tiffany Nichols,Tiffany,Nichols,Other,2019-04-10,RaceA,Non-Hispanic,4.42,1,royjimmy@example.org,Active,86491
CH_007631,FAM_001956,Sandra Park,Sandra,Park,Other,2018-08-13,RaceC,Non-Hispanic,3.99,0,daniellynch@example.net,Waitlisted,42271
CH_007632,FAM_001725,Linda Huynh,Linda,Huynh,F,2021-09-24,RaceB,Non-Hispanic,4.76,1,onorris@example.org,Waitlisted,61975
CH_007633,FAM_002341,Arthur Johnson,Arthur,Johnson,Other,2017-01-15,RaceB,Non-Hispanic,3.83,1,hartmandaniel@example.net,Inactive,51875
CH_007634,FAM_002699,Richard Kennedy,Richard,Kennedy,Other,2025-08-28,RaceB,Asian,4.66,0,roblespamela@example.com,Waitlisted,95027
CH_007635,FAM_001580,Matthew Beasley,Matthew,Beasley,Other,2023-09-26,RaceA,White,3.88,0,donald62@example.net,Inactive,75299
CH_007636,FAM_002214,Timothy Soto,Timothy,Soto,M,2020-06-04,RaceC,Non-Hispanic,3.91,0,jeremygonzalez@example.net,Waitlisted,19643
CH_007637,FAM_000068,Christopher Simmons,Christopher,Simmons,Other,2023-03-14,RaceB,Non-Hispanic,3.88,1,panderson@example.net,Active,18641
CH_007638,FAM_002673,Stacy Flores,Stacy,Flores,M,2015-01-30,RaceC,Black,3.18,1,reynoldschristopher@example.org,Active,11197
CH_007639,FAM_002572,Casey Christensen,Casey,Christensen,M,2022-07-11,RaceA,Black,3.53,0,brownderek@example.com,Waitlisted,68122
CH_007640,FAM_001582,Robert White,Robert,White,F,2024-04-13,RaceC,Non-Hispanic,2.94,0,smithbethany@example.org,Inactive,45292
CH_007641,FAM_001212,Michael Silva,Michael,Silva,Other,2020-11-02,RaceC,Non-Hispanic,2.9,1,davismary@example.com,Inactive,37433
CH_007642,FAM_001514,Patricia Harmon,Patricia,Harmon,F,2017-12-19,RaceC,Non-Hispanic,4.37,0,nmalone@example.net,Waitlisted,11197
CH_007643,FAM_002892,Diane Logan,Diane,Logan,F,2019-07-31,RaceB,Non-Hispanic,3.48,0,marycarson@example.org,Waitlisted,68052
CH_007644,FAM_001461,Brian Miles,Brian,Miles,F,2018-11-04,RaceA,Asian,2.02,1,rrodriguez@example.com,Waitlisted,82134
CH_007645,FAM_001259,Courtney Parker,Courtney,Parker,Other,2018-04-18,RaceA,Asian,3.57,1,michaeldavidson@example.net,Active,92977
CH_007646,FAM_001239,Travis Murphy,Travis,Murphy,M,2023-12-04,RaceB,Hispanic,4.87,1,jonesricardo@example.com,Waitlisted,95027
CH_007647,FAM_002982,Rachel Sanchez,Rachel,Sanchez,M,2015-01-31,RaceA,Hispanic,4.57,1,wolfchristopher@example.org,Waitlisted,94818
CH_007648,FAM_002831,Cindy Green,Cindy,Green,F,2021-03-28,RaceA,Asian,4.71,1,richard04@example.org,Active,75267
CH_007649,FAM_000591,Rachael Knapp,Rachael,Knapp,Other,2018-07-18,RaceB,Asian,2.92,0,nicole99@example.com,Active,51875
CH_007650,FAM_000393,Kimberly Wood,Kimberly,Wood,Other,2025-01-13,RaceC,Hispanic,4.4,1,nanderson@example.org,Active,54882
CH_007651,FAM_001506,Christopher Proctor,Christopher,Proctor,F,2021-02-04,RaceC,Black,2.08,1,melissa09@example.net,Active,92977
CH_007652,FAM_002005,Austin Smith,Austin,Smith,M,2021-12-28,RaceA,Black,4.56,1,xlambert@example.org,Active,38263
CH_007653,FAM_002727,Juan Nunez,Juan,Nunez,F,2016-10-29,RaceB,Black,4.63,0,dalemiller@example.com,Waitlisted,19038
CH_007654,FAM_002854,Lawrence Adams,Lawrence,Adams,F,2015-12-17,RaceC,Asian,2.61,0,damon86@example.net,Waitlisted,32212
CH_007655,FAM_002210,Peter Reeves,Peter,Reeves,Other,2018-02-06,RaceC,Black,2.51,1,kelly97@example.com,Inactive,97316
CH_007656,FAM_000912,John Mendez,John,Mendez,M,2015-06-24,RaceC,White,2.85,0,costaregina@example.com,Waitlisted,82386
CH_007657,FAM_001899,Mary Blackwell,Mary,Blackwell,M,2017-02-11,RaceA,Black,3.61,0,sbailey@example.org,Waitlisted,81155
CH_007658,FAM_002543,Barbara Morales,Barbara,Morales,M,2020-05-17,RaceB,Black,3.29,0,willie63@example.net,Waitlisted,02655
CH_007659,FAM_002740,Scott Proctor,Scott,Proctor,F,2025-02-02,RaceA,Hispanic,2.54,0,zsnyder@example.net,Active,64237
CH_007660,FAM_000645,Sharon Wyatt,Sharon,Wyatt,Other,2016-02-24,RaceB,Hispanic,3.5,1,xwarren@example.net,Active,15031
CH_007661,FAM_001783,John Miller,John,Miller,M,2021-01-03,RaceA,Hispanic,4.75,1,cooperashlee@example.com,Active,17402
CH_007662,FAM_001186,Jason Burns,Jason,Burns,M,2020-09-02,RaceC,Hispanic,4.9,1,ericksonjohn@example.org,Active,70762
CH_007663,FAM_000124,Jennifer Jackson,Jennifer,Jackson,M,2025-11-05,RaceA,Hispanic,2.43,0,ycalhoun@example.net,Inactive,75267
CH_007664,FAM_001324,Troy Lyons,Troy,Lyons,F,2020-03-02,RaceC,Asian,3.37,1,nancymills@example.net,Waitlisted,11494
CH_007665,FAM_000845,Ryan Haynes,Ryan,Haynes,F,2017-08-07,RaceB,White,3.23,0,anna42@example.com,Inactive,25931
CH_007666,FAM_002922,Donna Mcbride,Donna,Mcbride,M,2015-11-14,RaceC,Hispanic,4.24,1,todd46@example.org,Waitlisted,31634
CH_007667,FAM_000596,Allen Miller,Allen,Miller,F,2016-04-29,RaceB,Hispanic,3.01,1,duncanemily@example.com,Inactive,84249
CH_007668,FAM_002578,Justin Crawford,Justin,Crawford,M,2017-10-04,RaceA,White,3.31,1,garciaveronica@example.net,Active,33530
CH_007669,FAM_001845,Nathan Rodriguez,Nathan,Rodriguez,Other,2016-04-02,RaceB,Black,3.37,0,saguirre@example.com,Active,20098
CH_007670,FAM_000812,Jennifer Garcia,Jennifer,Garcia,M,2022-04-17,RaceC,Non-Hispanic,5.0,0,carol54@example.org,Inactive,18531
CH_007671,FAM_002653,Devin Gibson,Devin,Gibson,Other,2025-03-02,RaceC,Asian,2.17,1,qjones@example.org,Active,81085
CH_007672,FAM_002468,William Larson,William,Larson,Other,2021-01-21,RaceC,Black,4.74,1,edwin15@example.com,Inactive,69677
CH_007673,FAM_001756,Angela Contreras,Angela,Contreras,Other,2022-01-12,RaceB,White,4.33,1,michelle16@example.net,Inactive,41078
CH_007674,FAM_002140,Kevin Thompson,Kevin,Thompson,Other,2022-05-10,RaceC,Non-Hispanic,2.13,1,youngnorma@example.net,Waitlisted,09140
CH_007675,FAM_002169,Garrett Miles,Garrett,Miles,F,2018-04-10,RaceB,White,3.47,0,eharrison@example.net,Inactive,61988
CH_007676,FAM_001486,Mary Stevenson,Mary,Stevenson,F,2020-12-11,RaceA,Non-Hispanic,2.48,1,nichole31@example.org,Waitlisted,25667
CH_007677,FAM_002527,Cathy Reid,Cathy,Reid,Other,2015-08-03,RaceB,Non-Hispanic,4.04,1,bfuller@example.com,Inactive,66300
CH_007678,FAM_000837,Julie Duke,Julie,Duke,F,2023-02-15,RaceA,Asian,4.27,0,margaret50@example.org,Inactive,32032
CH_007679,FAM_001078,Destiny Mccormick,Destiny,Mccormick,Other,2023-06-03,RaceC,White,4.78,0,ryan00@example.net,Waitlisted,11197
CH_007680,FAM_002973,Carmen Duke,Carmen,Duke,Other,2022-06-15,RaceA,White,4.0,1,zgray@example.net,Inactive,03996
CH_007681,FAM_000544,Daniel Smith,Daniel,Smith,M,2019-01-26,RaceC,Hispanic,3.24,1,harrisjennifer@example.com,Waitlisted,40984
CH_007682,FAM_002156,Joseph Allen,Joseph,Allen,M,2024-08-20,RaceA,Asian,4.14,0,johnmccarthy@example.net,Inactive,81155
CH_007683,FAM_002278,Anthony Gates,Anthony,Gates,M,2015-10-31,RaceB,Hispanic,3.24,0,logan37@example.net,Inactive,61975
CH_007684,FAM_000875,Jeffrey Barry,Jeffrey,Barry,Other,2018-10-06,RaceB,Non-Hispanic,4.83,1,stephenschristopher@example.com,Active,89408
CH_007685,FAM_002604,Joanna Case,Joanna,Case,M,2023-05-16,RaceC,Black,3.38,0,elizabeth06@example.com,Waitlisted,45292
CH_007686,FAM_002344,Shawn Kennedy,Shawn,Kennedy,M,2023-07-30,RaceB,White,3.3,1,proberson@example.net,Waitlisted,93745
CH_007687,FAM_000156,Miranda Reynolds MD,Miranda,MD,F,2025-04-23,RaceA,Black,3.06,1,yolandaarmstrong@example.org,Inactive,81155
CH_007688,FAM_000906,Jessica Ali,Jessica,Ali,F,2022-04-27,RaceA,Non-Hispanic,4.41,1,ashley78@example.net,Inactive,21513
CH_007689,FAM_002471,Christina Guzman,Christina,Guzman,M,2017-07-18,RaceB,Hispanic,4.97,0,richard13@example.org,Active,67044
CH_007690,FAM_001872,Michelle Glass,Michelle,Glass,Other,2024-03-08,RaceA,Asian,3.41,1,millernicholas@example.org,Inactive,94682
CH_007691,FAM_002514,Elizabeth Elliott,Elizabeth,Elliott,M,2023-08-04,RaceB,Asian,2.35,1,wandaleonard@example.net,Active,19319
CH_007692,FAM_002488,Justin Crawford,Justin,Crawford,F,2022-10-28,RaceC,Asian,2.77,1,johnsonbrian@example.com,Waitlisted,66417
CH_007693,FAM_001920,Jeffery Morales,Jeffery,Morales,M,2023-06-08,RaceB,White,4.69,0,ldaniels@example.com,Waitlisted,38678
CH_007694,FAM_002773,Gloria Henry,Gloria,Henry,Other,2017-03-21,RaceA,Hispanic,2.47,0,whiteraymond@example.org,Waitlisted,67787
CH_007695,FAM_002754,Anne Roberts,Anne,Roberts,F,2017-10-06,RaceA,Hispanic,2.33,0,greenadam@example.com,Inactive,66300
CH_007696,FAM_002122,Lawrence Jones,Lawrence,Jones,F,2024-03-09,RaceB,White,4.14,1,tfranklin@example.org,Active,94178
CH_007697,FAM_000892,Victoria Ward,Victoria,Ward,M,2019-01-08,RaceA,Black,4.22,0,katrina01@example.net,Waitlisted,15074
CH_007698,FAM_002776,Kelly Moore,Kelly,Moore,M,2017-05-17,RaceA,Asian,2.38,1,bryangarza@example.org,Inactive,07481
CH_007699,FAM_000866,Edward Black,Edward,Black,Other,2016-01-22,RaceA,Black,2.59,0,josephcobb@example.net,Active,04195
CH_007700,FAM_000329,Melissa Cruz,Melissa,Cruz,F,2025-05-02,RaceC,Asian,4.58,1,carlos17@example.net,Waitlisted,81085
CH_007701,FAM_002841,Brittany Steele,Brittany,Steele,Other,2023-01-09,RaceA,Black,3.75,1,sarahpeck@example.org,Inactive,51168
CH_007702,FAM_001525,Brittany Brown,Brittany,Brown,Other,2022-02-11,RaceA,Asian,2.77,1,waguilar@example.net,Active,78494
CH_007703,FAM_000094,James Lowery,James,Lowery,F,2021-11-01,RaceB,Hispanic,4.78,1,hinesmitchell@example.com,Inactive,18536
CH_007704,FAM_000975,Donna Gay,Donna,Gay,F,2022-04-06,RaceB,Non-Hispanic,4.18,1,sfinley@example.com,Active,21742
CH_007705,FAM_000676,Daniel Harrison,Daniel,Harrison,F,2017-09-30,RaceC,Hispanic,2.52,1,smurphy@example.net,Inactive,55997
CH_007706,FAM_000388,Angela Tucker,Angela,Tucker,M,2024-11-25,RaceC,White,4.07,0,sean50@example.com,Active,02890
CH_007707,FAM_002433,William Cannon,William,Cannon,F,2019-09-12,RaceC,Non-Hispanic,3.78,1,christyriley@example.net,Waitlisted,30194
CH_007708,FAM_002089,Sarah Ortiz,Sarah,Ortiz,Other,2016-06-02,RaceA,White,2.26,1,dlewis@example.com,Inactive,78494
CH_007709,FAM_001533,Paula Moody,Paula,Moody,M,2023-04-21,RaceB,Non-Hispanic,3.29,0,joseph89@example.org,Inactive,78783
CH_007710,FAM_002383,April Floyd,April,Floyd,F,2019-05-04,RaceB,Non-Hispanic,3.61,0,rosaleswhitney@example.org,Inactive,88334
CH_007711,FAM_002762,Amber Marquez,Amber,Marquez,M,2025-09-22,RaceC,Black,4.73,1,pward@example.com,Active,11605
CH_007712,FAM_001723,Michael Green,Michael,Green,Other,2017-01-17,RaceA,Hispanic,3.27,1,greenshelby@example.net,Waitlisted,93409
CH_007713,FAM_001415,Jennifer Bell,Jennifer,Bell,F,2017-09-07,RaceA,White,2.9,1,alisonjones@example.org,Active,55977
CH_007714,FAM_001487,Rick Miller,Rick,Miller,Other,2023-12-28,RaceB,Asian,3.58,0,starkveronica@example.org,Active,48027
CH_007715,FAM_000331,Michael Friedman,Michael,Friedman,M,2018-02-02,RaceA,Asian,2.22,1,moniquesmith@example.org,Active,80532
CH_007716,FAM_002790,Caitlin Johnson,Caitlin,Johnson,Other,2015-03-08,RaceC,Asian,3.73,1,emma22@example.net,Active,69514
CH_007717,FAM_002806,Dalton Cardenas,Dalton,Cardenas,M,2017-06-22,RaceB,Black,4.71,1,kashley@example.net,Waitlisted,20719
CH_007718,FAM_002980,David Nguyen,David,Nguyen,M,2019-07-05,RaceA,White,3.02,0,scottanderson@example.com,Active,12888
CH_007719,FAM_000123,Rebecca Brooks,Rebecca,Brooks,Other,2020-10-30,RaceB,Asian,3.94,1,portiz@example.com,Inactive,21767
CH_007720,FAM_000524,Collin Dennis,Collin,Dennis,M,2022-04-06,RaceB,Hispanic,3.54,1,vincentmartin@example.org,Active,17677
CH_007721,FAM_001359,Christopher Richardson,Christopher,Richardson,M,2018-05-16,RaceC,Hispanic,2.21,1,priscillacurry@example.net,Inactive,20719
CH_007722,FAM_000048,Sharon Phillips,Sharon,Phillips,M,2017-07-22,RaceC,Non-Hispanic,3.69,1,pricechristine@example.com,Active,02991
CH_007723,FAM_001623,Briana Ponce,Briana,Ponce,Other,2022-09-03,RaceA,White,2.61,1,patriciawilliams@example.net,Inactive,95027
CH_007724,FAM_001786,Alexis Martinez,Alexis,Martinez,Other,2018-02-05,RaceA,Hispanic,3.91,1,annlopez@example.net,Waitlisted,09140
CH_007725,FAM_001780,Cynthia Brown,Cynthia,Brown,M,2025-10-22,RaceB,Non-Hispanic,2.05,0,alexandrianichols@example.net,Inactive,68122
CH_007726,FAM_002660,Stuart Ray,Stuart,Ray,Other,2018-03-04,RaceB,White,4.98,1,nsimmons@example.net,Inactive,88334
CH_007727,FAM_002147,Andrea Holland,Andrea,Holland,F,2021-11-05,RaceB,Asian,2.66,0,mirandachristopher@example.com,Inactive,38678
CH_007728,FAM_001659,Alison Soto,Alison,Soto,Other,2017-10-31,RaceB,Asian,2.72,1,bakermatthew@example.net,Waitlisted,51875
CH_007729,FAM_002613,Edward Hill,Edward,Hill,Other,2021-07-25,RaceA,Hispanic,2.35,0,karen21@example.net,Waitlisted,41163
CH_007730,FAM_002749,Danielle Fisher,Danielle,Fisher,F,2024-12-24,RaceC,White,3.18,0,jeffery45@example.net,Inactive,68052
CH_007731,FAM_000151,Justin Yoder,Justin,Yoder,F,2016-07-05,RaceB,Asian,3.25,0,susan90@example.org,Inactive,43555
CH_007732,FAM_001652,Lisa Castillo,Lisa,Castillo,Other,2020-12-10,RaceC,Non-Hispanic,3.45,1,joshua40@example.com,Active,02890
CH_007733,FAM_002647,Sergio Woodard,Sergio,Woodard,Other,2024-01-29,RaceC,White,3.02,1,oking@example.org,Waitlisted,94818
CH_007734,FAM_001875,Julie Ramirez,Julie,Ramirez,M,2021-02-14,RaceA,Non-Hispanic,4.47,0,michaelbrown@example.com,Active,05521
CH_007735,FAM_000915,Joseph Browning,Joseph,Browning,F,2019-12-10,RaceC,Non-Hispanic,3.94,1,ajohnson@example.net,Inactive,89408
CH_007736,FAM_001220,John Adams,John,Adams,F,2019-05-18,RaceA,Black,4.5,0,stephaniewelch@example.net,Active,50553
CH_007737,FAM_002025,Rebecca Shaw,Rebecca,Shaw,Other,2015-02-05,RaceC,Asian,2.12,1,benjamin92@example.net,Waitlisted,13947
CH_007738,FAM_001711,Dakota Smith,Dakota,Smith,F,2025-10-06,RaceB,Asian,4.34,0,jamessanchez@example.net,Inactive,85692
CH_007739,FAM_001930,Nancy Jackson,Nancy,Jackson,Other,2024-07-29,RaceA,Black,2.26,0,michael24@example.org,Waitlisted,75299
CH_007740,FAM_000384,Theresa Smith,Theresa,Smith,F,2022-08-27,RaceC,Hispanic,3.61,0,camposfelicia@example.com,Inactive,60415
CH_007741,FAM_001220,Renee Reid,Renee,Reid,F,2023-02-01,RaceC,Hispanic,3.63,1,mary64@example.org,Active,70494
CH_007742,FAM_002328,Brandy Coleman,Brandy,Coleman,F,2024-07-25,RaceB,Black,3.16,1,melissatran@example.com,Waitlisted,21742
CH_007743,FAM_002364,Jamie Logan,Jamie,Logan,Other,2025-08-24,RaceB,Black,3.19,0,brian58@example.org,Active,93409
CH_007744,FAM_002780,Douglas Sanchez,Douglas,Sanchez,Other,2019-06-09,RaceC,Non-Hispanic,3.21,1,rshannon@example.com,Active,43555
CH_007745,FAM_002179,David Bates,David,Bates,M,2025-05-17,RaceB,Non-Hispanic,2.55,1,xhayden@example.org,Active,20809
CH_007746,FAM_001756,Carrie Jones,Carrie,Jones,M,2016-07-20,RaceC,Black,4.98,0,rebekahhernandez@example.net,Inactive,61988
CH_007747,FAM_001011,Stephanie Martin,Stephanie,Martin,Other,2016-03-29,RaceC,Hispanic,3.64,0,tylersally@example.org,Active,28575
CH_007748,FAM_000583,Mercedes Wagner,Mercedes,Wagner,M,2022-01-15,RaceA,Hispanic,3.81,1,ncox@example.org,Inactive,15031
CH_007749,FAM_002292,Timothy Moody,Timothy,Moody,M,2017-12-17,RaceA,Hispanic,3.25,1,lauren44@example.org,Active,31172
CH_007750,FAM_002391,Theresa Ramirez,Theresa,Ramirez,Other,2015-06-27,RaceB,Black,3.72,0,jeffrey07@example.com,Inactive,69514
