family_id,family_name,parent_names,household_income,num_children,marital_status,address,geo_id,intake_date,Head_of_Household_Name,Household_Size,Family_Status,Preferred_Contact_Mode,Phone,Referral_Source,Income_Level,Parent_Education_Level,created_date
FAM_002576,Heath Family,Linda Berry,67210.54,5,Separated,04584 Stacy Plaza,GEO_0042,2025-05-24,Chad Elliott,5,Exited,Phone,204-446-4307x72078,Community Partner,Low,High School,2023-12-08
FAM_002577,Gordon Family,Michelle Hobbs,36462.94,6,Single,70699 Sara Lights,GEO_0082,2023-01-17,Jessica Morse,5,Exited,Email,+1-727-539-8099,Community Partner,Low,High School,2023-10-31
FAM_002578,Barnes Family,Charles Fuentes,109280.84,6,Separated,493 Kim Keys Apt. 363,GEO_0033,2017-01-25,John Rogers,2,Inactive,Phone,574.976.9304x5105,Self,Low,Bachelors,2020-06-30
FAM_002579,Hernandez Family,Andrew Medina,120519.15,1,Separated,4722 Cox Trail,GEO_0148,2025-05-12,Wendy Dalton,3,Exited,Phone,+1-449-786-0054,Agency,High,Masters,2018-09-18
FAM_002580,Davis Family,Teresa Aguirre,90918.2,1,Divorced,0833 Brown Track,GEO_0130,2023-04-16,Monique Bradley,4,Active,Text,288-968-9055,Self,Moderate,Bachelors,2025-04-04
FAM_002581,Alvarez Family,Eddie Bailey,26496.0,2,Married,244 Morales Gateway Apt. 004,GEO_0099,2021-01-14,Gina Oliver,4,Inactive,Email,688.543.9950x9181,Self,Low,Masters,2020-06-06
FAM_002582,Mendez Family,Joseph Mccullough,11007.17,4,Separated,98048 Simpson Expressway Suite 140,GEO_0176,2024-06-07,Olivia Nguyen,4,Active,Email,202-965-2879x05973,Community Partner,Low,Masters,2018-10-15
FAM_002583,Williams Family,Mr. Zachary Mora DVM,101636.46,4,Divorced,70998 Clark Parks Apt. 981,GEO_0117,2020-12-11,Dr. Eric Powers,8,Exited,Email,001-777-681-0881x3057,Self,Moderate,Masters,2024-11-11
FAM_002584,Bowers Family,Kimberly Price,106287.34,6,Separated,8813 Jerry Road Suite 691,GEO_0003,2022-07-30,Amber Mcdonald,3,Exited,Email,400-331-6996,Community Partner,High,Masters,2021-05-23
FAM_002585,Gordon Family,Bruce Spencer,54226.24,5,Married,150 Parker Islands,GEO_0125,2023-08-22,Robert Harmon,2,Active,Text,001-539-423-8165x1424,Community Partner,Moderate,High School,2017-05-11
FAM_002586,Wilson Family,Jacob Allen,60717.77,1,Single,6257 Daniel Way Suite 361,GEO_0168,2020-09-22,Tammy Hall,6,Inactive,Email,+1-542-692-8406x453,Agency,Low,High School,2023-05-06
FAM_002587,Olson Family,Chelsea Powell,31669.0,6,Separated,6987 Jackson Way,GEO_0172,2023-10-23,James Walker,7,Active,Text,(924)379-9419x735,Agency,Moderate,Bachelors,2024-04-16
FAM_002588,Anderson Family,Thomas Morse,101220.63,2,Divorced,579 Freeman Lakes,GEO_0103,2021-10-31,Charles Garrett,7,Active,Email,+1-382-785-3323,Self,High,Masters,2022-01-20
FAM_002589,Munoz Family,Susan Zimmerman,45508.58,1,Single,098 Wilson Fort,GEO_0109,2018-09-27,Dale Smith,7,Inactive,Email,921-254-8789,Agency,Moderate,Bachelors,2023-03-02
FAM_002590,Carey Family,Annette Meyer,129696.77,3,Married,57160 Thompson Views,GEO_0198,2017-07-17,Mark Watson,6,Exited,Email,874.567.4090x61435,Agency,High,High School,2021-06-20
FAM_002591,Prince Family,Erica Rose,69298.62,2,Single,4716 Johnson Greens,GEO_0014,2020-06-13,Mikayla Daniels,5,Exited,Email,708-223-2111,Self,High,High School,2022-08-27
FAM_002592,Hampton Family,Kim Long,61190.17,3,Divorced,52644 Fleming Parkway Apt. 969,GEO_0078,2025-03-12,Mrs. Sabrina Rodriguez,2,Exited,Email,924.686.1141x63555,Community Partner,Low,Masters,2021-07-07
FAM_002593,Banks Family,Christina Flores,48578.48,2,Divorced,541 Mary Stream Suite 804,GEO_0109,2020-02-15,Denise Walker,4,Active,Phone,945-774-7355,Agency,High,Masters,2025-01-09
FAM_002594,Boyd Family,Craig Raymond,105284.8,5,Single,2093 Sean Ranch Suite 524,GEO_0067,2022-02-11,James Brown,3,Exited,Phone,567.516.3447x7987,Agency,Low,High School,2024-09-03
FAM_002595,Wood Family,Jeffrey Miller,115696.07,4,Separated,6074 Larry Green,GEO_0190,2022-05-10,Scott Murillo,8,Inactive,Text,619-775-7530,Community Partner,High,High School,2020-03-04
FAM_002596,Williams Family,Brian Hoffman,67851.94,1,Married,26135 Justin Islands Suite 561,GEO_0163,2022-01-19,Steven Boyd,2,Exited,Email,670.574.7131,Agency,High,High School,2022-11-08
FAM_002597,Moreno Family,Elizabeth Gay,119730.38,2,Married,62138 Mcmillan Wall,GEO_0030,2016-07-30,Renee Carr,6,Exited,Email,001-469-926-1928,Agency,Moderate,High School,2018-01-01
FAM_002598,Perez Family,Patricia Hale,77545.49,4,Divorced,1095 Spears Ways Suite 275,GEO_0155,2025-05-02,Stephanie Hanson,1,Inactive,Email,+1-993-607-5047x5709,Agency,Moderate,Masters,2025-02-27
FAM_002599,Lang Family,Amanda Arroyo,61829.82,6,Single,6880 Holland Pine,GEO_0116,2022-05-11,Jasmine Powers,7,Inactive,Email,+1-514-317-4501x15959,Agency,High,Bachelors,2017-04-14
FAM_002600,Clarke Family,Kevin Mccullough,87687.59,4,Single,072 Jones Lock,GEO_0129,2025-08-06,John Hall,7,Exited,Email,+1-657-619-7516,Community Partner,Moderate,Masters,2022-06-26
FAM_002601,James Family,Margaret Stevenson,45528.87,3,Married,40293 Moreno Cove,GEO_0096,2018-03-13,Jenny Dunn,7,Exited,Email,385.289.4439x762,Self,High,High School,2021-06-23
FAM_002602,Chapman Family,Amber Turner,52931.43,6,Married,67273 Eric Lodge,GEO_0200,2018-04-01,Brandon Mccormick,3,Inactive,Email,797.348.5420x84813,Community Partner,Low,Bachelors,2020-04-18
FAM_002603,Figueroa Family,Victor Williams,58209.88,5,Married,7674 Macias Isle,GEO_0122,2023-09-02,Allison Duran,7,Exited,Email,+1-704-877-1867x308,Community Partner,Low,High School,2023-04-06
FAM_002604,Juarez Family,Shelly Rodgers,108769.25,5,Married,468 Bowman Mount,GEO_0183,2015-11-21,Brandon Payne,8,Active,Phone,(362)539-2415,Agency,Low,Bachelors,2019-11-18
FAM_002605,Horton Family,Cassandra Wood,113009.54,3,Separated,294 Lawson Fields Apt. 367,GEO_0086,2018-10-25,Samantha Smith,1,Exited,Phone,701-674-9713x6412,Agency,High,Bachelors,2022-04-17
FAM_002606,Davis Family,Susan Garcia,129699.85,6,Divorced,726 Wagner Station Apt. 536,GEO_0137,2021-07-16,Justin White,6,Active,Phone,989-950-8164,Self,Moderate,High School,2024-08-07
FAM_002607,Anderson Family,Stephanie Joseph,102299.6,4,Married,8320 Charles Crossing Apt. 177,GEO_0094,2018-02-02,Cynthia Cruz,6,Active,Phone,597.786.5179,Agency,High,Bachelors,2016-11-26
FAM_002608,Woods Family,Dalton Clark,114693.99,3,Separated,3403 Jaime Cove,GEO_0029,2022-02-25,Traci Carroll,2,Inactive,Email,001-525-927-4704x65717,Community Partner,Moderate,Bachelors,2021-12-11
FAM_002609,Hall Family,Alexis Weeks,72523.28,4,Separated,180 Raymond Harbors Apt. 236,GEO_0046,2020-05-15,Angela Palmer,5,Exited,Text,315.478.7293x060,Self,Moderate,High School,2018-09-02
FAM_002610,Trevino Family,Michael Glass,107903.6,6,Separated,019 Vincent Villages,GEO_0109,2017-08-19,Kathryn May,4,Inactive,Text,7935829635,Self,Moderate,Masters,2020-03-27
FAM_002611,Campbell Family,David Cervantes,32651.32,5,Divorced,11543 Stephens Court Suite 734,GEO_0137,2017-10-04,Mr. Gary Nguyen,8,Exited,Email,(458)378-8702,Self,High,Bachelors,2021-06-11
FAM_002612,Mcdowell Family,Victoria Benitez,40024.14,4,Single,9106 Smith Manor,GEO_0195,2016-12-06,Linda Reed DVM,8,Active,Text,(844)664-1616,Agency,Moderate,Masters,2023-07-16
FAM_002613,Ortiz Family,Jacqueline Monroe,66078.53,4,Divorced,65046 Stephanie Loop,GEO_0099,2022-02-19,Justin Tyler,7,Inactive,Phone,794-683-0741x39914,Agency,Moderate,Bachelors,2021-08-21
FAM_002614,Lopez Family,Charles Sanchez,57381.3,5,Married,47892 Sarah Junction,GEO_0173,2021-12-01,Stephanie Nelson,4,Inactive,Phone,001-822-389-7434x762,Self,Moderate,High School,2017-06-03
FAM_002615,Fletcher Family,Sonia Henderson,87080.67,3,Married,826 Sherri Trail,GEO_0021,2022-11-10,Dawn Moses,7,Exited,Phone,471-339-6083,Community Partner,Moderate,Masters,2023-05-04
FAM_002616,Clarke Family,Sharon Sims,107588.04,2,Single,0621 Alyssa Bypass,GEO_0039,2018-11-26,William Campbell,7,Exited,Email,(262)724-1656x73868,Agency,High,Bachelors,2016-08-26
FAM_002617,Lane Family,Shawn Doyle,108950.59,4,Married,7997 Ralph Station,GEO_0002,2021-01-13,Joseph Franklin,4,Exited,Phone,(510)562-1756x26923,Agency,Moderate,High School,2022-04-08
FAM_002618,Wilson Family,Michael Perry,32503.32,1,Divorced,99752 Schmidt Manor,GEO_0087,2017-02-04,Tyler Butler,5,Inactive,Phone,001-231-224-6767x7379,Self,Low,Masters,2020-10-09
FAM_002619,Smith Family,Donald Santana,145039.84,1,Single,83681 Hawkins Valleys Apt. 140,GEO_0182,2018-04-22,Louis Davis,4,Active,Email,+1-384-538-4851x59698,Self,Low,High School,2025-09-09
FAM_002620,Pena Family,Katherine Greene,10740.69,3,Single,73087 Sandra Throughway Apt. 903,GEO_0152,2023-01-26,Cindy Michael,3,Inactive,Phone,(421)224-9543,Agency,Moderate,Masters,2022-01-16
FAM_002621,Watts Family,Jennifer Dominguez,22752.4,4,Married,200 Bruce Streets,GEO_0067,2022-10-27,Cheryl Sanders DDS,6,Inactive,Text,225.736.1443,Agency,High,Bachelors,2018-06-12
FAM_002622,Stewart Family,Matthew Walker,30345.98,4,Separated,60702 Vasquez Passage Suite 798,GEO_0051,2023-06-17,Jean Cruz,3,Active,Text,558-695-2778,Agency,Moderate,Bachelors,2024-04-26
FAM_002623,Cox Family,Ashley Barrera,139620.65,2,Single,32738 Pamela Extensions,GEO_0132,2023-01-14,Thomas Graves,6,Active,Phone,4464650463,Self,Moderate,High School,2022-04-26
FAM_002624,Moore Family,Clifford Murphy DVM,70952.84,6,Divorced,322 Lambert Extensions,GEO_0158,2024-07-04,Jillian Smith,7,Active,Phone,526.368.0866,Agency,Low,Masters,2017-04-28
FAM_002625,Pearson Family,Michael Arias,18971.26,2,Single,0149 Andrea Vista Suite 754,GEO_0187,2016-04-27,Laura Johnson,2,Inactive,Email,(227)517-7674x662,Self,Low,High School,2022-06-05
FAM_002626,King Family,Joshua Mitchell,41047.83,1,Divorced,188 Cobb Lake,GEO_0117,2025-07-26,Diana Black,2,Inactive,Text,266-209-4469x78955,Agency,Moderate,Masters,2021-10-28
FAM_002627,Wyatt Family,Ashley Wilson,21205.56,1,Separated,8007 Jill Groves Suite 366,GEO_0112,2020-05-22,Jermaine Brown,2,Active,Email,879-362-6257x897,Self,Low,Masters,2021-11-01
FAM_002628,Henderson Family,Stacey Clements,15285.75,6,Married,5550 Decker Junction,GEO_0013,2016-09-18,Marcus Wood,2,Inactive,Email,+1-368-229-6898x1928,Community Partner,Low,Masters,2020-01-23
FAM_002629,Diaz Family,Kathleen Martinez,63805.64,1,Separated,750 Nancy Parks,GEO_0119,2021-03-15,Robert Nguyen,1,Inactive,Phone,271.476.8215x65886,Agency,High,Bachelors,2018-03-31
FAM_002630,Hill Family,Julie Rodriguez MD,147822.73,1,Married,99031 Clarke Court Apt. 359,GEO_0073,2025-07-19,Ryan Fernandez,3,Exited,Text,(563)847-1411,Agency,Moderate,Bachelors,2018-12-17
FAM_002631,Becker Family,Cathy Farmer,95955.18,4,Single,3331 Nunez Prairie,GEO_0011,2022-09-20,Nathaniel Roberts,7,Inactive,Phone,517.776.2601,Self,Moderate,Bachelors,2022-10-01
FAM_002632,Fischer Family,Dana Gilbert,82940.78,6,Separated,0101 Sullivan Course Apt. 352,GEO_0032,2021-01-06,Michael Marquez,8,Active,Email,884.717.0870x1450,Community Partner,Low,Bachelors,2023-04-22
FAM_002633,Gutierrez Family,Charles Harper,109624.82,1,Separated,2260 Chris Loaf,GEO_0126,2024-02-09,Cole Fox,2,Active,Email,+1-704-469-5755,Agency,Moderate,High School,2020-03-11
FAM_002634,Bowers Family,Timothy Wang,93646.16,2,Separated,66331 Davis Center Apt. 310,GEO_0118,2016-06-23,Monica Cruz,3,Active,Email,(266)964-1557x0991,Agency,High,Bachelors,2018-11-07
FAM_002635,Olson Family,Daniel Stewart,142400.22,4,Single,1719 Stewart Streets,GEO_0094,2020-02-07,Dawn Cunningham,1,Inactive,Email,+1-284-651-7438x818,Agency,High,Masters,2023-02-13
FAM_002636,Wood Family,Tiffany Peterson,124832.02,5,Single,51995 Angela Rapid Apt. 056,GEO_0013,2019-04-15,Thomas Moses,1,Inactive,Email,001-400-495-6394x453,Self,Low,Bachelors,2021-07-07
FAM_002637,Peters Family,Tammy Bell,99640.78,6,Married,52635 Miller Union Suite 352,GEO_0154,2023-02-04,Charles Ewing,8,Active,Text,378-941-5166,Self,Low,High School,2017-01-27
FAM_002638,King Family,Mathew Myers,71456.09,3,Divorced,30228 Mendoza Courts Apt. 665,GEO_0176,2020-05-30,Kayla Martinez,3,Active,Text,(396)931-3643x962,Agency,Moderate,Masters,2025-09-30
FAM_002639,Parker Family,Edgar Brown,38239.01,2,Separated,24923 Stephenson Mill Suite 414,GEO_0095,2018-10-11,Thomas Mccoy,1,Exited,Text,(440)339-3272x7514,Self,High,Masters,2023-11-06
FAM_002640,Cooper Family,Cory Barrett,101963.79,3,Divorced,7175 Edward Station,GEO_0065,2020-10-17,Jamie Kidd,3,Exited,Phone,454-278-1689x655,Self,Moderate,High School,2023-03-17
FAM_002641,Thornton Family,Seth Jones,122547.39,5,Separated,997 Martin Crossing Suite 878,GEO_0109,2021-05-27,Cynthia Brown,5,Exited,Phone,+1-462-307-6694,Self,Moderate,Masters,2018-03-27
FAM_002642,Fitzgerald Family,Joseph Hawkins,50040.91,5,Divorced,8317 Logan Crescent,GEO_0087,2019-04-04,Amanda Ochoa,6,Exited,Email,800.401.8894x757,Community Partner,Moderate,High School,2017-06-25
FAM_002643,Wyatt Family,Victor Brown,14705.31,1,Married,42412 Miles Parkway,GEO_0173,2018-07-12,Mark Fox,6,Exited,Email,480-281-6360,Agency,High,Bachelors,2018-02-04
FAM_002644,Hopkins Family,Jennifer Ferguson,93932.09,1,Single,4673 Rose Ford Suite 174,GEO_0076,2016-04-10,Jeff Wright,2,Exited,Email,001-662-286-8604,Agency,Low,High School,2022-07-27
FAM_002645,Adkins Family,Carolyn Cantu,82213.91,6,Divorced,066 Collins Island,GEO_0197,2023-03-13,Erin Hardin,1,Inactive,Email,001-899-897-5706x1851,Self,High,High School,2022-12-09
FAM_002646,Griffin Family,Charles Garcia,42433.94,5,Single,570 Jonathan Crossing,GEO_0007,2021-04-28,Angela Yang,3,Exited,Phone,(304)637-8815,Agency,High,Bachelors,2019-12-12
FAM_002647,Lyons Family,James Hart,33727.6,4,Separated,6170 Garcia Run,GEO_0139,2020-06-24,Marie Martin,5,Exited,Text,908-782-6525,Community Partner,High,Masters,2021-03-18
FAM_002648,Martin Family,Patricia Wilson,15048.56,4,Separated,12738 Mercedes Shores,GEO_0069,2019-09-14,Jason Andrade,6,Active,Email,+1-969-507-8239x44804,Self,Low,Bachelors,2015-11-26
FAM_002649,Lewis Family,Mark Elliott,43495.93,2,Divorced,2035 Matthews Knolls,GEO_0046,2018-04-06,Kimberly Cole,2,Exited,Email,605-871-7985x753,Self,High,Bachelors,2021-04-23
FAM_002650,Morales Family,Matthew Bartlett,10040.22,3,Divorced,0019 Elizabeth Walk Suite 426,GEO_0076,2022-10-26,Deborah Martinez,1,Inactive,Email,743.215.2082,Self,Moderate,Bachelors,2024-01-07
FAM_002651,Morgan Family,Maria Campbell,32042.27,6,Married,782 Jones Manor,GEO_0092,2017-01-07,Jeffrey Graves,2,Active,Text,+1-429-982-5162x8167,Agency,Low,Bachelors,2015-12-01
FAM_002652,Pierce Family,Joanna Adkins,149554.4,4,Divorced,42411 Johns Mountains Suite 466,GEO_0107,2020-11-22,Amy Kane,1,Active,Phone,+1-666-441-0012x834,Community Partner,Low,Masters,2021-07-05
FAM_002653,Terry Family,Lisa Reed,119154.2,4,Separated,8223 Dawn Hill,GEO_0005,2019-08-19,Regina Reed,1,Exited,Phone,2737108370,Agency,High,High School,2025-09-17
FAM_002654,Mann Family,Jordan Calhoun MD,59437.87,5,Separated,116 Ross Fork,GEO_0115,2020-12-14,Jason Crawford,4,Inactive,Email,877.799.8519,Community Partner,Moderate,Masters,2017-08-28
FAM_002655,Martin Family,Heather Thomas,65320.04,3,Separated,59234 Myers Drive Apt. 746,GEO_0084,2016-11-15,David Baxter,3,Active,Text,(984)945-4064,Agency,High,Bachelors,2023-12-18
FAM_002656,Oconnell Family,Carrie Coffey,92051.22,5,Single,3316 Carpenter Island Apt. 605,GEO_0077,2019-05-30,Rebecca Alexander,7,Inactive,Text,(789)279-9032x38481,Community Partner,High,Masters,2024-06-12
FAM_002657,Smith Family,Dr. Isabel Smith PhD,82483.98,3,Divorced,13713 Davidson Summit Apt. 107,GEO_0163,2024-01-07,Rebecca Miller,8,Exited,Email,6013596935,Agency,Low,High School,2024-03-05
FAM_002658,Davis Family,Joe Page,113169.58,5,Divorced,786 Chavez Lane,GEO_0010,2017-02-01,David Nash,2,Active,Email,001-589-832-0989,Community Partner,High,Bachelors,2022-10-29
FAM_002659,Thomas Family,Crystal Morales,19606.4,5,Separated,88304 Heather Islands,GEO_0153,2021-10-01,Tracy Jones,5,Active,Phone,001-959-355-2366x26437,Self,Low,High School,2022-10-22
FAM_002660,Frost Family,Heather Mcmahon,22623.22,1,Single,474 Allen Grove Apt. 597,GEO_0029,2018-06-02,Michele Johnson,5,Active,Text,378-999-3703x87262,Self,Low,Bachelors,2019-07-04
FAM_002661,Graham Family,Jason Quinn,49829.13,1,Single,9701 Shaw Lake,GEO_0092,2020-05-29,Tina Cook,2,Inactive,Email,582.493.1448x79476,Self,High,High School,2020-12-19
FAM_002662,Brown Family,James Cox,126167.07,4,Married,3175 Jonathan Avenue,GEO_0188,2019-02-10,Elizabeth Chase,5,Active,Email,272-560-4490x92522,Agency,Low,Masters,2018-12-13
FAM_002663,Walker Family,James Cummings,138101.26,1,Single,0118 Howell Point,GEO_0010,2017-11-30,Matthew Mclean,3,Exited,Text,001-709-488-0253,Agency,Moderate,High School,2025-03-11
FAM_002664,Miller Family,Daniel Lee,58733.33,4,Married,0952 Mark Turnpike Suite 095,GEO_0137,2016-08-10,Brian Bailey,2,Inactive,Email,948.947.1244,Self,High,Bachelors,2019-09-13
FAM_002665,Johnson Family,Shane Hopkins,144860.27,4,Single,281 Griffin Drives Suite 680,GEO_0190,2016-12-24,Samantha Bryant,8,Exited,Phone,+1-272-768-5655,Community Partner,Moderate,Bachelors,2019-04-28
FAM_002666,Cruz Family,Stephanie Kelley,48711.1,3,Separated,99241 Case Court Apt. 954,GEO_0102,2021-07-30,Robin Robinson,5,Active,Email,001-828-643-0443x424,Community Partner,High,High School,2018-04-02
FAM_002667,Joyce Family,Jennifer Schneider,94890.88,4,Divorced,627 William Place,GEO_0064,2022-11-15,Stacey Kent,3,Active,Phone,001-752-620-3948x05331,Community Partner,High,High School,2019-05-31
FAM_002668,Mendez Family,Charles Rodriguez,37233.53,4,Married,8311 Susan View,GEO_0045,2024-12-14,Steven Myers,2,Active,Email,778.526.2594,Community Partner,Moderate,Bachelors,2024-07-24
FAM_002669,Meyer Family,Elizabeth Wall,140159.94,4,Divorced,9592 Kimberly Estates,GEO_0022,2020-02-01,Howard Hernandez,8,Inactive,Phone,+1-752-914-9579,Self,High,Bachelors,2019-12-14
FAM_002670,Dawson Family,Loretta Williams,90486.94,1,Single,12567 Taylor Alley,GEO_0137,2016-05-22,Edward Smith,4,Active,Text,(276)702-4401x1432,Agency,Low,Bachelors,2021-12-11
FAM_002671,Harper Family,Juan Moore,46555.05,1,Married,561 Thompson Mount,GEO_0025,2022-02-02,Ashley Davila,5,Active,Phone,001-648-680-3721x7887,Community Partner,Low,High School,2023-04-22
FAM_002672,Bautista Family,Joseph White,66998.85,2,Divorced,1342 Delgado Park,GEO_0033,2019-12-22,Kevin Snyder,1,Exited,Phone,250-956-8286,Community Partner,Low,High School,2018-08-18
FAM_002673,Wilkins Family,Michael Cruz,24905.09,5,Divorced,35737 White Tunnel,GEO_0187,2017-03-15,Steven Bowers,7,Exited,Text,485-529-8675x542,Agency,Low,High School,2024-02-28
FAM_002674,Bowman Family,Denise Reese,20134.04,6,Single,420 Lopez Mill,GEO_0038,2019-01-17,Zachary Ramirez,6,Exited,Text,001-424-972-0817,Community Partner,Moderate,Masters,2019-06-21
FAM_002675,Gonzales Family,Brittney Morales,51195.26,3,Separated,4158 Jones Station,GEO_0163,2018-08-29,Rebecca Kim,3,Active,Phone,(852)458-9394x259,Community Partner,Low,Bachelors,2023-11-12
FAM_002676,Harris Family,Christina Jenkins,142582.17,6,Divorced,50592 Perez Ways Apt. 955,GEO_0127,2022-01-22,Danny Williams,8,Exited,Text,001-837-941-1121x39511,Agency,Moderate,Bachelors,2017-06-21
FAM_002677,Sandoval Family,Sean Anderson,122411.91,2,Divorced,9936 Powers Falls Suite 379,GEO_0111,2018-08-28,Jennifer Hunt,8,Exited,Email,474.397.6220,Agency,High,Bachelors,2017-05-11
FAM_002678,Lara Family,Emily Fitzpatrick,143939.31,4,Divorced,2381 Woodward Tunnel Apt. 292,GEO_0071,2022-09-18,Laura Braun,6,Exited,Phone,544-923-8993x47584,Self,Moderate,Bachelors,2025-07-21
FAM_002679,Mitchell Family,Nancy Liu,132655.83,4,Single,51113 Brent Burgs,GEO_0089,2020-07-25,Phillip Barnes,5,Inactive,Text,902-778-0620x922,Community Partner,Low,Masters,2017-04-14
FAM_002680,Johnson Family,Rachel Miller,123840.63,2,Single,3502 Sullivan Ports Suite 841,GEO_0118,2025-11-08,Scott Lawson,5,Active,Text,658-795-5230,Agency,High,Masters,2024-07-10
FAM_002681,Greene Family,Scott Brown,90485.14,3,Married,22232 Angela Turnpike,GEO_0177,2023-06-08,Christopher Barnes,7,Exited,Text,+1-814-624-6963x71099,Self,Moderate,Masters,2018-06-26
FAM_002682,Black Family,Emily Winters,107186.86,6,Single,570 Clark Village,GEO_0159,2020-09-01,Zachary Rubio,7,Active,Phone,324-395-6881,Agency,High,High School,2015-12-18
FAM_002683,Hall Family,Chris Lewis,145247.76,4,Divorced,70858 Benjamin Ford,GEO_0063,2023-04-30,Jason Rogers,4,Active,Phone,629-319-7426,Community Partner,High,Bachelors,2022-09-14
FAM_002684,Jackson Family,Heidi Blankenship,88843.6,4,Divorced,213 Roger Streets Apt. 260,GEO_0188,2025-03-20,Steven Martinez,5,Inactive,Phone,517-223-4660,Agency,Moderate,Bachelors,2015-12-04
FAM_002685,Johnson Family,Sandra Alvarez,117795.41,1,Married,937 Nathan Road,GEO_0135,2023-10-06,Annette Rogers,6,Exited,Phone,001-301-231-7187,Agency,High,High School,2020-12-03
FAM_002686,Allen Family,Donna Garcia,116046.26,5,Divorced,78449 Amber Flat,GEO_0146,2016-12-04,Teresa Bryan,4,Exited,Email,363.213.4792,Community Partner,Low,High School,2021-11-19
FAM_002687,Smith Family,Stephanie Hernandez,144573.42,6,Separated,473 Cody Underpass Apt. 704,GEO_0118,2023-04-11,Sonia Miller,4,Exited,Text,828.271.7185,Agency,High,Bachelors,2020-12-16
FAM_002688,Moore Family,Joseph Montgomery,74238.78,4,Single,2455 Johnson Walks Suite 005,GEO_0011,2023-05-02,Dr. Krista Lewis,8,Exited,Text,(271)948-9815x3201,Self,Moderate,High School,2016-05-19
FAM_002689,Shea Family,Juan Harrison,74500.86,6,Separated,5882 Sally Plaza,GEO_0020,2022-05-13,Sarah Schneider,3,Exited,Email,+1-335-858-3106x21288,Agency,Moderate,Masters,2023-04-02
FAM_002690,Chan Family,Miss Stephanie Cherry,92155.71,5,Separated,180 Annette Summit,GEO_0084,2020-10-25,Amber Nguyen,3,Exited,Phone,001-294-504-9636x50882,Self,Low,Bachelors,2024-07-13
FAM_002691,Gomez Family,Bridget Wallace,13829.1,6,Divorced,502 Vasquez Ramp,GEO_0096,2020-09-02,Courtney Hill,1,Exited,Email,818-860-9091,Community Partner,Moderate,Masters,2018-11-14
FAM_002692,Foster Family,Brandy James,26277.56,5,Married,8753 Jones Landing,GEO_0010,2018-08-27,Miranda Ruiz MD,2,Exited,Phone,(365)208-5624x5553,Agency,Low,High School,2019-05-12
FAM_002693,Willis Family,Christopher Smith,19457.6,5,Divorced,1533 Sean Brook Suite 667,GEO_0038,2024-06-27,Anna Glass,1,Inactive,Phone,+1-504-929-8565x851,Self,Moderate,Masters,2016-12-04
FAM_002694,Holmes Family,Sabrina Galvan,98712.65,4,Single,633 Cory Turnpike,GEO_0156,2022-11-29,Rebecca Robinson MD,2,Active,Text,+1-472-575-4581x430,Community Partner,Moderate,Masters,2016-12-24
FAM_002695,Mclaughlin Family,Catherine Shannon,149187.72,4,Separated,611 Rogers Forges,GEO_0186,2019-11-02,Jamie Terry,3,Active,Text,001-945-799-9274x66216,Self,Moderate,Bachelors,2017-03-21
FAM_002696,Jones Family,Theresa Knight,104767.82,5,Divorced,373 Mary Glens,GEO_0164,2016-07-03,Samuel Thompson,2,Active,Email,(857)560-5878x917,Agency,Moderate,Bachelors,2019-05-30
FAM_002697,Davis Family,Victoria Tanner,42190.22,2,Single,77917 Kim Forge,GEO_0026,2023-10-25,Nancy Macias,8,Inactive,Text,+1-702-296-4082x184,Agency,High,High School,2020-09-13
FAM_002698,Mitchell Family,Chad Evans,54202.3,5,Married,306 Lisa Prairie Apt. 004,GEO_0098,2016-05-20,Michael Frank,3,Active,Phone,(945)499-6318x8718,Self,Moderate,High School,2025-02-15
FAM_002699,Gallegos Family,Chase Haney,143762.4,1,Divorced,207 Lindsay Lock Apt. 474,GEO_0132,2023-09-15,Timothy Allison,3,Exited,Email,851.296.0958,Community Partner,Moderate,Masters,2018-10-16
FAM_002700,Herman Family,Maureen Nixon,82310.59,4,Married,6847 Dylan Turnpike,GEO_0186,2024-10-17,Dwayne Hernandez,2,Exited,Text,705-958-1479x12251,Self,Low,Masters,2023-01-18
FAM_002701,Bailey Family,Michael Rush,11361.25,3,Married,65299 Matthew Forges Suite 791,GEO_0021,2017-03-23,Robert Harrell,5,Exited,Phone,338-209-1588x49028,Self,High,High School,2022-02-21
FAM_002702,Richmond Family,Larry Lloyd,126504.79,4,Separated,72095 Dunn Shore,GEO_0087,2016-07-21,Dawn Bean,6,Exited,Text,711-609-7929x362,Self,Low,Bachelors,2021-07-11
FAM_002703,Hill Family,Steven Butler,44756.07,5,Single,55081 Ryan Union,GEO_0164,2017-01-19,Arthur Cruz,6,Exited,Email,8402933732,Community Partner,Moderate,Masters,2017-04-24
FAM_002704,Obrien Family,Samuel Lee,23021.32,4,Divorced,5657 Madison Mission Suite 420,GEO_0192,2016-07-01,Christine Williams,4,Inactive,Phone,+1-708-828-7238,Self,High,High School,2018-03-10
FAM_002705,Lee Family,Joseph Moon,104317.71,5,Single,0515 Barnes Union Suite 092,GEO_0078,2017-09-25,Candace Hamilton DVM,8,Exited,Text,001-756-265-4862x02636,Agency,High,High School,2024-12-30
FAM_002706,Spears Family,Taylor Williams II,124950.46,6,Separated,67599 Austin Burg,GEO_0109,2018-03-06,Kayla Owens,7,Exited,Email,6043891685,Self,High,Masters,2023-05-15
